0.1004,-5.8314,1.5508
0.1014,-5.7795,1.5508
0.1030,-5.6992,1.5509
0.1051,-5.5949,1.5509
0.1076,-5.4701,1.5509
0.1104,-5.3280,1.5509
0.1135,-5.1711,1.5509
0.1169,-5.0017,1.5510
0.1205,-4.8217,1.5510
0.1242,-4.6326,1.5510
0.1281,-4.4359,1.5510
0.1321,-4.2326,1.5510
0.1363,-4.0238,1.5511
0.1405,-3.8103,1.5511
0.1448,-3.5929,1.5511
0.1491,-3.3720,1.5511
0.1535,-3.1482,1.5511
0.1580,-2.9220,1.5512
0.1625,-2.6938,1.5512
0.1670,-2.4637,1.5512
0.1715,-2.2322,1.5512
0.1761,-1.9994,1.5512
0.1866,-1.7657,1.5003
0.2025,-1.5314,1.5058
0.2239,-1.2968,1.4544
0.2567,-1.0628,1.4085
0.3003,-0.8300,1.3625
0.3608,-0.6006,1.2638
0.4484,-0.3798,1.1223
0.5664,-0.1733,0.9805
0.7127,0.0146,0.8386
0.8843,0.1802,0.6965
1.0777,0.3199,0.5543
1.2892,0.4308,0.4120
